country,location_name,timezone,last_updated,travel_safety
Nicaragua,Managua,America/Managua,2024-09-10 06:30,Caution
Niger,Niamey,Africa/Niamey,2024-09-10 13:30,Safe
Nigeria,Abuja,Africa/Lagos,2024-09-10 13:30,Caution
North Korea,Pyongyang,Asia/Pyongyang,2024-09-10 21:30,Caution
Macedonia,Skopje,Europe/Skopje,2024-09-10 14:30,Unsafe
Norway,Oslo,Europe/Oslo,2024-09-10 14:30,Unsafe
Oman,Muscat,Asia/Muscat,2024-09-10 16:30,Caution
Pakistan,Islamabad,Asia/Karachi,2024-09-10 17:30,Unsafe
Palau,Airai,Pacific/Palau,2024-09-10 21:30,Unsafe
Bolivia,National,America/La_Paz,2024-09-10 08:30,Unsafe
Panama,Panama City,America/Panama,2024-09-10 07:30,Caution
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-09-10 22:30,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-09-10 09:30,Unsafe
Peru,Lima,America/Lima,2024-09-10 07:30,Caution
Philippines,Manila,Asia/Manila,2024-09-10 20:30,Caution
Poland,Warsaw,Europe/Warsaw,2024-09-10 14:30,Caution
Portugal,Lisbon,Europe/Lisbon,2024-09-10 13:30,Caution
Qatar,Doha,Asia/Qatar,2024-09-10 15:30,Unsafe
Romania,Bucharest,Europe/Bucharest,2024-09-10 15:30,Caution
Russia,Moscow,Europe/Moscow,2024-09-10 15:30,Caution
Rwanda,Kigali,Africa/Kigali,2024-09-10 14:30,Caution
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-09-10 08:30,Caution
Saint Lucia,Castries,America/St_Lucia,2024-09-10 08:30,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-09-10 08:30,Safe
Samoa,Apia,Pacific/Apia,2024-09-11 01:30,Unsafe
San Marino,San Marino,Europe/Rome,2024-09-10 14:30,Safe
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-09-10 14:30,Caution
Saudi Arabia,Riyadh,Asia/Riyadh,2024-09-10 15:30,Caution
Senegal,Dakar,Africa/Dakar,2024-09-10 12:30,Caution
Serbia,Belgrade,Europe/Belgrade,2024-09-10 14:30,Unsafe
Seychelles Islands,Victoria,Indian/Mahe,2024-09-10 16:30,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-09-10 12:30,Caution
Singapore,Singapore,Asia/Singapore,2024-09-10 20:30,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-09-10 14:30,Safe
Slovenia,Ljubljana,Europe/Ljubljana,2024-09-10 14:30,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-09-10 23:30,Caution
Somalia,Mogadishu,Africa/Mogadishu,2024-09-10 15:30,Safe
South Africa,Pretoria,Africa/Johannesburg,2024-09-10 14:30,Safe
South Korea,Seoul,Asia/Seoul,2024-09-10 21:30,Caution
Sudan,Juba,Africa/Khartoum,2024-09-10 14:30,Caution
Spain,Madrid,Europe/Madrid,2024-09-10 14:30,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-09-10 18:00,Safe
Sudan,Khartoum,Africa/Khartoum,2024-09-10 14:30,Caution
Suriname,Paramaribo,America/Paramaribo,2024-09-10 09:30,Safe
Sweden,Stockholm,Europe/Stockholm,2024-09-10 14:30,Safe
Switzerland,Bern,Europe/Zurich,2024-09-10 14:30,Safe
Syria,Damascus,Asia/Damascus,2024-09-10 15:30,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-09-10 17:30,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-09-10 15:30,Caution
Thailand,Bangkok,Asia/Bangkok,2024-09-10 19:30,Caution
Timor-Leste,Dili,Asia/Dili,2024-09-10 21:30,Safe
Vietnam,Ban Lom,Asia/Bangkok,2024-09-10 19:30,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-09-11 01:45,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-09-10 08:45,Caution
Tunisia,Tunis,Africa/Tunis,2024-09-10 13:30,Caution
Turkey,Ankara,Europe/Istanbul,2024-09-10 15:45,Caution
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-09-10 17:45,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-09-11 00:45,Caution
Uganda,Kampala,Africa/Kampala,2024-09-10 15:30,Caution
Ukraine,Kyiv,Europe/Kiev,2024-09-10 15:45,Caution
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-09-10 16:45,Unsafe
United Kingdom,London,Europe/London,2024-09-10 13:30,Caution
United States of America,Washington Harbor,America/Los_Angeles,2024-09-10 05:45,Unsafe
Uruguay,Montevideo,America/Montevideo,2024-09-10 09:30,Unsafe
Uzbekistan,Tashkent,Asia/Tashkent,2024-09-10 17:30,Caution
Vanuatu,Port Vila,Pacific/Efate,2024-09-10 23:45,Unsafe
Venezuela,Caracas,America/Caracas,2024-09-10 08:30,Safe
Vietnam,Hanoi,Asia/Bangkok,2024-09-10 19:30,Unsafe
Yemen,Sanaa,Asia/Aden,2024-09-10 15:45,Caution
Zambia,Lusaka,Africa/Lusaka,2024-09-10 14:45,Caution
Zimbabwe,Harare,Africa/Harare,2024-09-10 14:45,Safe
Afghanistan,Kabul,Asia/Kabul,2024-09-11 16:30,Safe
Albania,Tirana,Europe/Tirane,2024-09-11 14:00,Safe
Algeria,Algiers,Africa/Algiers,2024-09-11 13:00,Caution
Andorra,Andorra La Vella,Europe/Andorra,2024-09-11 14:00,Safe
Angola,Luanda,Africa/Luanda,2024-09-11 13:00,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-09-11 08:00,Caution
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-09-11 09:00,Caution
Armenia,Yerevan,Asia/Yerevan,2024-09-11 16:00,Caution
Australia,Canberra,Australia/Sydney,2024-09-11 22:00,Safe
Austria,Vienna,Europe/Vienna,2024-09-11 14:00,Safe
Azerbaijan,Baku,Asia/Baku,2024-09-11 16:00,Caution
Bahamas,Nassau,America/Nassau,2024-09-11 08:00,Caution
Bahrain,Manama,Asia/Bahrain,2024-09-11 15:00,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-09-11 18:00,Safe
Barbados,Bridgetown,America/Barbados,2024-09-11 08:00,Safe
Belarus,Minsk,Europe/Minsk,2024-09-11 15:00,Caution
Belgium,Brussels,Europe/Brussels,2024-09-11 14:00,Safe
Belize,Belmopan,America/Belize,2024-09-11 06:00,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-09-11 13:00,Caution
Bhutan,Thimphu,Asia/Thimphu,2024-09-11 18:00,Unsafe
Bolivia,Sucre,America/La_Paz,2024-09-11 08:00,Safe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-09-11 14:00,Safe
Botswana,Gaborone,Africa/Gaborone,2024-09-11 14:00,Safe
Brazil,Bras,America/Manaus,2024-09-11 08:00,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-09-11 20:00,Caution
Bulgaria,Sofia,Europe/Sofia,2024-09-11 15:00,Caution
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-09-11 12:00,Safe
Burundi,Bujumbura,Africa/Bujumbura,2024-09-11 14:00,Caution
Madagascar,Ivory,Indian/Antananarivo,2024-09-11 15:00,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-09-11 11:00,Caution
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-09-11 19:00,Unsafe
Cameroon,Ngaoundere,Africa/Douala,2024-09-11 13:00,Safe
Canada,Ottawa,America/Toronto,2024-09-11 08:00,Unsafe
Central African Republic,Bangui,Africa/Bangui,2024-09-11 13:00,Caution
Chad,N'djamena,Africa/Douala,2024-09-11 13:00,Caution
Chile,Santiago,America/Santiago,2024-09-11 09:00,Caution
China,Beijing,Asia/Shanghai,2024-09-11 20:00,Unsafe
Bulgaria,Bogot,Europe/Sofia,2024-09-11 15:00,Caution
Comoros,Moroni,Indian/Comoro,2024-09-11 15:00,Safe
Congo,Brazzaville,Africa/Brazzaville,2024-09-11 13:00,Caution
Costa Rica,San Ignacio,America/Costa_Rica,2024-09-11 06:00,Unsafe
Croatia,Zagreb,Europe/Zagreb,2024-09-11 14:00,Safe
Cuba,Havana,America/Havana,2024-09-11 08:00,Unsafe
Cyprus,Nicosia,Asia/Famagusta,2024-09-11 15:00,Caution
Czech Republic,Prague,Europe/Prague,2024-09-11 14:00,Caution
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-09-11 13:00,Caution
Denmark,Copenhagen,Europe/Copenhagen,2024-09-11 14:00,Caution
Djibouti,Djibouti,Africa/Djibouti,2024-09-11 15:00,Caution
Dominica,Roseau,America/Dominica,2024-09-11 08:00,Unsafe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-09-11 08:00,Caution
Ecuador,Quito,America/Guayaquil,2024-09-11 07:00,Safe
Egypt,Cairo,Africa/Cairo,2024-09-11 15:00,Caution
El Salvador,San Salvador,America/El_Salvador,2024-09-11 06:00,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-09-11 13:00,Unsafe
Eritrea,Asmara,Africa/Asmara,2024-09-11 15:00,Caution
Estonia,Tallinn,Europe/Tallinn,2024-09-11 15:00,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-09-11 14:00,Caution
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-09-11 15:00,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-09-12 00:00,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-09-11 15:00,Safe
France,Paris,Europe/Paris,2024-09-11 14:00,Safe
Gabon,Libreville,Africa/Libreville,2024-09-11 13:00,Caution
Gambia,Banjul,Africa/Banjul,2024-09-11 12:00,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-09-11 16:00,Caution
Germany,Berlin,Europe/Berlin,2024-09-11 14:00,Caution
Ghana,Accra,Africa/Accra,2024-09-11 12:00,Caution
Greece,Athens,Europe/Athens,2024-09-11 15:00,Safe
Grenada,Saint George's,America/Grenada,2024-09-11 08:00,Caution
Guatemala,Guatemala City,America/Guatemala,2024-09-11 06:00,Unsafe
Guinea,Conakry,Africa/Conakry,2024-09-11 12:00,Caution
Guinea-Bissau,Bissau,Africa/Bissau,2024-09-11 12:00,Caution
Guyana,Georgetown,America/Guyana,2024-09-11 08:15,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-09-11 08:15,Caution
Vatican City,Vatican City,Europe/Rome,2024-09-11 14:00,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-09-11 06:15,Unsafe
Hungary,Budapest,Europe/Budapest,2024-09-11 14:00,Safe
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-09-11 12:00,Caution
India,New Delhi,Asia/Kolkata,2024-09-11 17:30,Unsafe
Indonesia,Jakarta,Asia/Jakarta,2024-09-11 19:00,Caution
Iran,Tehran,Asia/Tehran,2024-09-11 15:45,Caution
Iraq,Baghdad,Asia/Baghdad,2024-09-11 15:15,Caution
Ireland,Dublin,Europe/Dublin,2024-09-11 13:00,Caution
Israel,Jerusalem,Asia/Jerusalem,2024-09-11 15:00,Caution
Italy,Rome,Europe/Rome,2024-09-11 14:00,Safe
Jamaica,Port Royal,America/Jamaica,2024-09-11 07:15,Caution
Japan,Tokyo,Asia/Tokyo,2024-09-11 21:15,Caution
Jordan,Amman,Asia/Amman,2024-09-11 15:00,Caution
Kazakhstan,Astana,Asia/Almaty,2024-09-11 17:15,Safe
Kenya,Nairobi,Africa/Nairobi,2024-09-11 15:00,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-09-12 00:15,Caution
Kuwait,Kuwait City,Asia/Kuwait,2024-09-11 15:00,Unsafe
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-09-11 18:15,Caution
Indonesia,Laos,Asia/Jakarta,2024-09-11 19:15,Unsafe
Latvia,Riga,Europe/Riga,2024-09-11 15:00,Safe
Lebanon,Beirut,Asia/Beirut,2024-09-11 15:15,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-09-11 14:15,Caution
Liberia,Monrovia,Africa/Monrovia,2024-09-11 12:15,Caution
Thailand,Nan,Asia/Bangkok,2024-09-11 19:15,Unsafe
Liechtenstein,Vaduz,Europe/Vaduz,2024-09-11 14:15,Safe
Lithuania,Vilnius,Europe/Vilnius,2024-09-11 15:00,Safe
Luxembourg,Luxembourg,Europe/Luxembourg,2024-09-11 14:15,Safe
Madagascar,Antananarivo,Indian/Antananarivo,2024-09-11 15:15,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-09-11 14:15,Safe
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-09-11 20:15,Caution
Maldives,Dhidhdhoo,Indian/Maldives,2024-09-11 17:15,Caution
Mali,Bamako,Africa/Bamako,2024-09-11 12:15,Safe
Malta,Valletta,Europe/Malta,2024-09-11 14:00,Caution
Marshall Islands,Majuro,Pacific/Majuro,2024-09-12 00:15,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-09-11 12:15,Caution
Mauritius,Port Louis,Indian/Mauritius,2024-09-11 16:15,Safe
Mexico,Mexico City,America/Mexico_City,2024-09-11 06:00,Unsafe
Micronesia,Palikir,Pacific/Pohnpei,2024-09-11 23:15,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-09-11 15:45,Caution
Monaco,Monaco,Europe/Monaco,2024-09-11 14:15,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-09-11 20:15,Caution
Montenegro,Podgorica,Europe/Podgorica,2024-09-11 14:15,Safe
Morocco,Rabat,Africa/Casablanca,2024-09-11 13:15,Safe
Mozambique,Maputo,Africa/Maputo,2024-09-11 14:15,Caution
Myanmar,Yangon,Asia/Yangon,2024-09-11 18:45,Unsafe
Namibia,Windhoek,Africa/Windhoek,2024-09-11 14:15,Caution
Turkey,Yaren,Europe/Istanbul,2024-09-11 15:15,Safe
Nepal,Kathmandu,Asia/Kathmandu,2024-09-11 18:00,Caution
Netherlands,Amsterdam,Europe/Amsterdam,2024-09-11 14:00,Caution
New Zealand,Wellington,Pacific/Auckland,2024-09-12 00:15,Unsafe
Nicaragua,Managua,America/Managua,2024-09-11 06:15,Unsafe
Niger,Niamey,Africa/Niamey,2024-09-11 13:15,Safe
Nigeria,Abuja,Africa/Lagos,2024-09-11 13:15,Caution
North Korea,Pyongyang,Asia/Pyongyang,2024-09-11 21:15,Caution
Macedonia,Skopje,Europe/Skopje,2024-09-11 14:15,Safe
Norway,Oslo,Europe/Oslo,2024-09-11 14:15,Unsafe
Oman,Muscat,Asia/Muscat,2024-09-11 16:15,Unsafe
Pakistan,Islamabad,Asia/Karachi,2024-09-11 17:15,Unsafe
Palau,Airai,Pacific/Palau,2024-09-11 21:15,Unsafe
Bolivia,National,America/La_Paz,2024-09-11 08:15,Unsafe
Panama,Panama City,America/Panama,2024-09-11 07:15,Unsafe
Papua New Guinea,Port Moresby,Pacific/Port_Moresby,2024-09-11 22:15,Caution
Paraguay,Aurora,America/Argentina/Cordoba,2024-09-11 09:15,Unsafe
Peru,Lima,America/Lima,2024-09-11 07:15,Caution
Philippines,Manila,Asia/Manila,2024-09-11 20:15,Caution
Poland,Warsaw,Europe/Warsaw,2024-09-11 14:00,Safe
Portugal,Lisbon,Europe/Lisbon,2024-09-11 13:15,Caution
Qatar,Doha,Asia/Qatar,2024-09-11 15:15,Unsafe
Romania,Bucharest,Europe/Bucharest,2024-09-11 15:15,Unsafe
Russia,Moscow,Europe/Moscow,2024-09-11 15:15,Caution
Rwanda,Kigali,Africa/Kigali,2024-09-11 14:15,Caution
Saint Kitts and Nevis,Basseterre,America/St_Kitts,2024-09-11 08:15,Safe
Saint Lucia,Castries,America/St_Lucia,2024-09-11 08:15,Caution
Saint Vincent and the Grenadines,Kingstown,America/St_Vincent,2024-09-11 08:15,Safe
Samoa,Apia,Pacific/Apia,2024-09-12 01:15,Unsafe
San Marino,San Marino,Europe/Rome,2024-09-11 14:15,Safe
Belgium,'S Gravenjansdijk,Europe/Brussels,2024-09-11 14:00,Caution
Saudi Arabia,Riyadh,Asia/Riyadh,2024-09-11 15:00,Caution
Senegal,Dakar,Africa/Dakar,2024-09-11 12:15,Caution
Serbia,Belgrade,Europe/Belgrade,2024-09-11 14:15,Safe
Seychelles Islands,Victoria,Indian/Mahe,2024-09-11 16:15,Caution
Sierra Leone,Freetown,Africa/Freetown,2024-09-11 12:15,Caution
Singapore,Singapore,Asia/Singapore,2024-09-11 20:15,Caution
Slovakia,Bratislava,Europe/Bratislava,2024-09-11 14:15,Safe
Slovenia,Ljubljana,Europe/Ljubljana,2024-09-11 14:15,Safe
Solomon Islands,Honiara,Pacific/Guadalcanal,2024-09-11 23:15,Unsafe
Somalia,Mogadishu,Africa/Mogadishu,2024-09-11 15:15,Caution
South Africa,Pretoria,Africa/Johannesburg,2024-09-11 14:15,Caution
South Korea,Seoul,Asia/Seoul,2024-09-11 21:15,Unsafe
Sudan,Juba,Africa/Khartoum,2024-09-11 14:15,Caution
Spain,Madrid,Europe/Madrid,2024-09-11 14:15,Safe
Sri Lanka,Colombo,Asia/Colombo,2024-09-11 17:45,Safe
Sudan,Khartoum,Africa/Khartoum,2024-09-11 14:15,Caution
Suriname,Paramaribo,America/Paramaribo,2024-09-11 09:15,Safe
Sweden,Stockholm,Europe/Stockholm,2024-09-11 14:15,Unsafe
Switzerland,Bern,Europe/Zurich,2024-09-11 14:15,Caution
Syria,Damascus,Asia/Damascus,2024-09-11 15:15,Caution
Tajikistan,Dushanbe,Asia/Dushanbe,2024-09-11 17:15,Safe
Tanzania,Dodoma,Africa/Dar_es_Salaam,2024-09-11 15:15,Safe
Thailand,Bangkok,Asia/Bangkok,2024-09-11 19:15,Safe
Timor-Leste,Dili,Asia/Dili,2024-09-11 21:15,Safe
Vietnam,Ban Lom,Asia/Bangkok,2024-09-11 19:15,Unsafe
Tonga,Nuku`Aloia,Pacific/Tongatapu,2024-09-12 01:15,Unsafe
Trinidad and Tobago,Port Of Spain,America/Port_of_Spain,2024-09-11 08:15,Caution
Tunisia,Tunis,Africa/Tunis,2024-09-11 13:15,Safe
Turkey,Ankara,Europe/Istanbul,2024-09-11 15:15,Caution
Turkmenistan,Ashgabat,Asia/Ashgabat,2024-09-11 17:15,Safe
Tuvalu,Funafuti,Pacific/Funafuti,2024-09-12 00:15,Caution
Uganda,Kampala,Africa/Kampala,2024-09-11 15:15,Caution
Ukraine,Kyiv,Europe/Kiev,2024-09-11 15:15,Caution
United Arab Emirates,Abu Dhabi,Asia/Dubai,2024-09-11 16:15,Unsafe
United Kingdom,London,Europe/London,2024-09-11 13:15,Caution
United States of America,Washington Harbor,America/Los_Angeles,2024-09-11 05:15,Unsafe
Uruguay,Montevideo,America/Montevideo,2024-09-11 09:15,Caution
Uzbekistan,Tashkent,Asia/Tashkent,2024-09-11 17:15,Caution
Vanuatu,Port Vila,Pacific/Efate,2024-09-11 23:15,Caution
Venezuela,Caracas,America/Caracas,2024-09-11 08:15,Safe
Vietnam,Hanoi,Asia/Bangkok,2024-09-11 19:15,Unsafe
Yemen,Sanaa,Asia/Aden,2024-09-11 15:15,Caution
Zambia,Lusaka,Africa/Lusaka,2024-09-11 14:15,Safe
Zimbabwe,Harare,Africa/Harare,2024-09-11 14:15,Safe
Afghanistan,Kabul,Asia/Kabul,2024-09-12 16:45,Safe
Albania,Tirana,Europe/Tirane,2024-09-12 14:15,Safe
Algeria,Algiers,Africa/Algiers,2024-09-12 13:15,Caution
Andorra,Andorra La Vella,Europe/Andorra,2024-09-12 14:15,Safe
Angola,Luanda,Africa/Luanda,2024-09-12 13:15,Caution
Antigua and Barbuda,Saint John's,America/Antigua,2024-09-12 08:15,Safe
Argentina,Buenos Aires,America/Argentina/Buenos_Aires,2024-09-12 09:15,Unsafe
Armenia,Yerevan,Asia/Yerevan,2024-09-12 16:15,Caution
Australia,Canberra,Australia/Sydney,2024-09-12 22:15,Caution
Austria,Vienna,Europe/Vienna,2024-09-12 14:15,Caution
Azerbaijan,Baku,Asia/Baku,2024-09-12 16:15,Caution
Bahamas,Nassau,America/Nassau,2024-09-12 08:15,Caution
Bahrain,Manama,Asia/Bahrain,2024-09-12 15:15,Unsafe
Bangladesh,Dhaka,Asia/Dhaka,2024-09-12 18:15,Caution
Barbados,Bridgetown,America/Barbados,2024-09-12 08:15,Safe
Belarus,Minsk,Europe/Minsk,2024-09-12 15:15,Caution
Belgium,Brussels,Europe/Brussels,2024-09-12 14:15,Safe
Belize,Belmopan,America/Belize,2024-09-12 06:15,Unsafe
Benin,Porto-Novo,Africa/Porto-Novo,2024-09-12 13:15,Caution
Bhutan,Thimphu,Asia/Thimphu,2024-09-12 18:15,Unsafe
Bolivia,Sucre,America/La_Paz,2024-09-12 08:15,Unsafe
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo,2024-09-12 14:15,Safe
Botswana,Gaborone,Africa/Gaborone,2024-09-12 14:15,Safe
Brazil,Bras,America/Manaus,2024-09-12 08:15,Caution
Brunei Darussalam,Bandar Seri Begawan,Asia/Brunei,2024-09-12 20:15,Caution
Bulgaria,Sofia,Europe/Sofia,2024-09-12 15:15,Caution
Burkina Faso,Ouagadougou,Africa/Ouagadougou,2024-09-12 12:15,Safe
Burundi,Bujumbura,Africa/Bujumbura,2024-09-12 14:15,Safe
Madagascar,Ivory,Indian/Antananarivo,2024-09-12 15:15,Safe
Cape Verde,Praia,Atlantic/Cape_Verde,2024-09-12 11:15,Safe
Cambodia,Phnom Penh,Asia/Phnom_Penh,2024-09-12 19:15,Unsafe
Cameroon,Ngaoundere,Africa/Douala,2024-09-12 13:15,Caution
Canada,Ottawa,America/Toronto,2024-09-12 08:15,Caution
Central African Republic,Bangui,Africa/Bangui,2024-09-12 13:15,Caution
Chad,N'djamena,Africa/Douala,2024-09-12 13:15,Caution
Chile,Santiago,America/Santiago,2024-09-12 09:15,Unsafe
China,Beijing,Asia/Shanghai,2024-09-12 20:15,Caution
Bulgaria,Bogot,Europe/Sofia,2024-09-12 15:15,Safe
Comoros,Moroni,Indian/Comoro,2024-09-12 15:15,Caution
Congo,Brazzaville,Africa/Brazzaville,2024-09-12 13:15,Unsafe
Costa Rica,San Ignacio,America/Costa_Rica,2024-09-12 06:15,Caution
Croatia,Zagreb,Europe/Zagreb,2024-09-12 14:15,Caution
Cuba,Havana,America/Havana,2024-09-12 08:15,Unsafe
Cyprus,Nicosia,Asia/Famagusta,2024-09-12 15:15,Caution
Czech Republic,Prague,Europe/Prague,2024-09-12 14:15,Safe
Democratic Republic of Congo,Kinshasa,Africa/Brazzaville,2024-09-12 13:15,Unsafe
Denmark,Copenhagen,Europe/Copenhagen,2024-09-12 14:15,Safe
Djibouti,Djibouti,Africa/Djibouti,2024-09-12 15:15,Caution
Dominica,Roseau,America/Dominica,2024-09-12 08:15,Unsafe
Dominican Republic,Santo Domingo,America/Santo_Domingo,2024-09-12 08:15,Caution
Ecuador,Quito,America/Guayaquil,2024-09-12 07:15,Safe
Egypt,Cairo,Africa/Cairo,2024-09-12 15:15,Caution
El Salvador,San Salvador,America/El_Salvador,2024-09-12 06:15,Unsafe
Equatorial Guinea,Malabo,Africa/Malabo,2024-09-12 13:15,Caution
Eritrea,Asmara,Africa/Asmara,2024-09-12 15:15,Caution
Estonia,Tallinn,Europe/Tallinn,2024-09-12 15:15,Safe
Swaziland,Mbabane,Africa/Mbabane,2024-09-12 14:15,Caution
Ethiopia,Addis Ababa,Africa/Addis_Ababa,2024-09-12 15:15,Caution
Fiji Islands,Suva,Pacific/Fiji,2024-09-13 00:15,Unsafe
Finland,Helsinki,Europe/Helsinki,2024-09-12 15:15,Safe
France,Paris,Europe/Paris,2024-09-12 14:15,Caution
Gabon,Libreville,Africa/Libreville,2024-09-12 13:15,Caution
Gambia,Banjul,Africa/Banjul,2024-09-12 12:15,Caution
Georgia,Tbilisi,Asia/Tbilisi,2024-09-12 16:15,Caution
Germany,Berlin,Europe/Berlin,2024-09-12 14:15,Safe
Ghana,Accra,Africa/Accra,2024-09-12 12:15,Caution
Greece,Athens,Europe/Athens,2024-09-12 15:15,Safe
Grenada,Saint George's,America/Grenada,2024-09-12 08:15,Caution
Guatemala,Guatemala City,America/Guatemala,2024-09-12 06:15,Unsafe
Guinea,Conakry,Africa/Conakry,2024-09-12 12:15,Caution
Guinea-Bissau,Bissau,Africa/Bissau,2024-09-12 12:15,Caution
Guyana,Georgetown,America/Guyana,2024-09-12 08:15,Caution
Haiti,Port-Au-Prince,America/Port-au-Prince,2024-09-12 08:15,Caution
Vatican City,Vatican City,Europe/Rome,2024-09-12 14:15,Safe
Honduras,Tegucigalpa,America/Tegucigalpa,2024-09-12 06:15,Unsafe
Hungary,Budapest,Europe/Budapest,2024-09-12 14:15,Safe
Iceland,Vestmannaeyjar,Atlantic/Reykjavik,2024-09-12 12:15,Caution
India,New Delhi,Asia/Kolkata,2024-09-12 17:45,Unsafe
Indonesia,Jakarta,Asia/Jakarta,2024-09-12 19:15,Unsafe
Iran,Tehran,Asia/Tehran,2024-09-12 15:45,Caution
Iraq,Baghdad,Asia/Baghdad,2024-09-12 15:15,Caution
Ireland,Dublin,Europe/Dublin,2024-09-12 13:15,Safe
Israel,Jerusalem,Asia/Jerusalem,2024-09-12 15:15,Caution
Italy,Rome,Europe/Rome,2024-09-12 14:15,Safe
Jamaica,Port Royal,America/Jamaica,2024-09-12 07:15,Caution
Japan,Tokyo,Asia/Tokyo,2024-09-12 21:15,Caution
Jordan,Amman,Asia/Amman,2024-09-12 15:15,Caution
Kazakhstan,Astana,Asia/Almaty,2024-09-12 17:15,Safe
Kenya,Nairobi,Africa/Nairobi,2024-09-12 15:15,Caution
Kiribati,Tarawa,Pacific/Tarawa,2024-09-13 00:15,Caution
Kuwait,Kuwait City,Asia/Kuwait,2024-09-12 15:15,Unsafe
Kyrghyzstan,Bishkek,Asia/Bishkek,2024-09-12 18:15,Caution
Indonesia,Laos,Asia/Jakarta,2024-09-12 19:15,Caution
Latvia,Riga,Europe/Riga,2024-09-12 15:15,Caution
Lebanon,Beirut,Asia/Beirut,2024-09-12 15:15,Caution
Lesotho,Maseru,Africa/Johannesburg,2024-09-12 14:15,Caution
Liberia,Monrovia,Africa/Monrovia,2024-09-12 12:15,Caution
Thailand,Nan,Asia/Bangkok,2024-09-12 19:15,Caution
Liechtenstein,Vaduz,Europe/Vaduz,2024-09-12 14:15,Caution
Lithuania,Vilnius,Europe/Vilnius,2024-09-12 15:15,Caution
Luxembourg,Luxembourg,Europe/Luxembourg,2024-09-12 14:15,Safe
Madagascar,Antananarivo,Indian/Antananarivo,2024-09-12 15:15,Safe
Malawi,Lilongwe,Africa/Blantyre,2024-09-12 14:15,Caution
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur,2024-09-12 20:15,Caution
Maldives,Dhidhdhoo,Indian/Maldives,2024-09-12 17:15,Caution
Mali,Bamako,Africa/Bamako,2024-09-12 12:15,Safe
Malta,Valletta,Europe/Malta,2024-09-12 14:15,Caution
Marshall Islands,Majuro,Pacific/Majuro,2024-09-13 00:15,Caution
Mauritania,Nouakchott,Africa/Nouakchott,2024-09-12 12:15,Unsafe
Mauritius,Port Louis,Indian/Mauritius,2024-09-12 16:15,Safe
Mexico,Mexico City,America/Mexico_City,2024-09-12 06:15,Caution
Micronesia,Palikir,Pacific/Pohnpei,2024-09-12 23:15,Unsafe
Iran,Chi Chi Khvar,Asia/Tehran,2024-09-12 15:45,Safe
Monaco,Monaco,Europe/Monaco,2024-09-12 14:15,Safe
Mongolia,Ulaanbaatar,Asia/Ulaanbaatar,2024-09-12 20:15,Safe
